initiator_role,metadata,app_version,initiator,session_id,ip_address,previous_hash,event_type,feature,action,user_agent,hash,status,id,created_date,updated_date,created_by_id,is_sample
"system","{""count"":500}","2025.5","System","sess_1771627142026_kizojxfhw","","","EXPORT_DATA","AuditLog","Exported audit logs","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","227c2bee0a9e44a4e5375efafeec17956df3a64945fdff7c277fe073291546a4","SUCCESS","6998e4e3f816eba8f8ef66e8","2026-02-20T22:49:07.261000","2026-02-20T22:49:07.261000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":92}","2025.5","User","sess_1771624081950_g0ixi49io","","87093e5b626c55c5051c0ef4d93964041308db49ee8090ecf34f2616063fa7c6","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","ea4e93f47e82a54fd620823907e8c54aecd17ad04c458f4d3efc9cc4c48fe8ce","AUTHORIZED","6998d793c61705797668407e","2026-02-20T21:52:19.499000","2026-02-20T21:52:19.499000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":100}","2025.5","User","sess_1771624081950_g0ixi49io","","e62d3b61dc98ecf374cf26a3262c9b74da650360b89ea993971b77d301260d79","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","6e2fdb8ea6e15071d7ced2bd09340a59533bcbf13e5b8956b8ee9768d0437e18","AUTHORIZED","6998d7930d88fd16d8a1ecb3","2026-02-20T21:52:19.499000","2026-02-20T21:52:19.499000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":109}","2025.5","User","sess_1771624081950_g0ixi49io","","faf0d02b20532d930814404d586129aca8bfc0349540a6868a3545724a98056a","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","d78be6956fb8a5a840e32eb79c2d0f89c2445cddb0e38c36043df4f1a403a584","AUTHORIZED","6998d793c44eefc6ac8e3dbe","2026-02-20T21:52:19.498000","2026-02-20T21:52:19.498000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":106}","2025.5","User","sess_1771624081950_g0ixi49io","","23ea35ad6b2b90ca40465d4dc45a26146026d229688f9e85eb79fa0bcb75c2de","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","13ae82564e78bc529890415da37971d2d1745f5bb5c1c556badfc64210790b7b","AUTHORIZED","6998d793aa3dab967d5cb2c1","2026-02-20T21:52:19.496000","2026-02-20T21:52:19.496000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":106}","2025.5","User","sess_1771624081950_g0ixi49io","","23ea35ad6b2b90ca40465d4dc45a26146026d229688f9e85eb79fa0bcb75c2de","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","13ae82564e78bc529890415da37971d2d1745f5bb5c1c556badfc64210790b7b","AUTHORIZED","6998d79339fc1bd32c86c75a","2026-02-20T21:52:19.489000","2026-02-20T21:52:19.489000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":105}","2025.5","User","sess_1771624081950_g0ixi49io","","a6eabd01415c573f33821562e332b37d80596f72fc518ef39cc2647021665312","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","f6a763e739ac6371b3a2b2e040e513849958ed6e6a76e17226510bc053398084","AUTHORIZED","6998d7934ec9cf8173aa6e7d","2026-02-20T21:52:19.480000","2026-02-20T21:52:19.480000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":110}","2025.5","User","sess_1771624081950_g0ixi49io","","d8091f55651d9c193489305afb8eeb856c2d825c6acfc3f076006dacdb468763","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","6d76c9645b02c8dd26e531d78acf2310401c910420659542e2a2100dd70164e7","AUTHORIZED","6998d793949b93fdb996ac63","2026-02-20T21:52:19.476000","2026-02-20T21:52:19.476000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":87}","2025.5","User","sess_1771624081950_g0ixi49io","","f7ee59fdd2cceed5aae6a9b8fc150e62f6ab716efb6cccb82a300f9946070e81","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","4e9e3d86d2b3b7742e228c37f2ddd1b867b5b9088913c3202459a20ae8029d35","AUTHORIZED","6998d79377209a7b516af5cf","2026-02-20T21:52:19.469000","2026-02-20T21:52:19.469000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":97}","2025.5","User","sess_1771624081950_g0ixi49io","","390de359984bf3030882cd20a3cd2b09aaaa6713d96b2c39771b2e0b90cfea81","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c474327f5ea67eb6a8ea1aa1d17021444dbaea7ad3972d58d13d9e8995796097","AUTHORIZED","6998d7934647aa885e2e4367","2026-02-20T21:52:19.448000","2026-02-20T21:52:19.448000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":105}","2025.5","User","sess_1771624081950_g0ixi49io","","a6eabd01415c573f33821562e332b37d80596f72fc518ef39cc2647021665312","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","f6a763e739ac6371b3a2b2e040e513849958ed6e6a76e17226510bc053398084","AUTHORIZED","6998d7930909efeb56912138","2026-02-20T21:52:19.446000","2026-02-20T21:52:19.446000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":100}","2025.5","User","sess_1771624081950_g0ixi49io","","e62d3b61dc98ecf374cf26a3262c9b74da650360b89ea993971b77d301260d79","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","15ee829d9d37092ce9e06c198373dee9819b04ff65e4ce0cdd74ab658aa23c04","AUTHORIZED","6998d793621c00881e8677e6","2026-02-20T21:52:19.445000","2026-02-20T21:52:19.445000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":103}","2025.5","User","sess_1771624081950_g0ixi49io","","22a52470769cb09ee670c200ced6f70f35a7270f118b376839d641e2f9512f58","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","9b12f85d6abeeeb8563d5b752e1bf76b8a9812be6ca2cae5a5176304cd9cc3f2","AUTHORIZED","6998d79307ee7e3c500aa396","2026-02-20T21:52:19.437000","2026-02-20T21:52:19.437000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":86}","2025.5","User","sess_1771624081950_g0ixi49io","","abb674ace81e5d1d1860f5b65e74e2226ba126882f6537ad60dba74e97876a94","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","582194f442f9dc19ed2b016db2fb2cb789b96703f999d9d6e9a82701dc8bf4dd","AUTHORIZED","6998d7931a0d9191a0349736","2026-02-20T21:52:19.436000","2026-02-20T21:52:19.436000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":96}","2025.5","User","sess_1771624081950_g0ixi49io","","1b246b1ab3e5ec9e231c17e56f95352ea252b06efd6eee6bedecd8676ee6a3de","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","390de359984bf3030882cd20a3cd2b09aaaa6713d96b2c39771b2e0b90cfea81","AUTHORIZED","6998d79326568039ec32f4f2","2026-02-20T21:52:19.431000","2026-02-20T21:52:19.431000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":94}","2025.5","User","sess_1771624081950_g0ixi49io","","e5dca4ba962e5df4834937e21de567661753d6962cf31e48fafade0594e4d6a1","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","1b246b1ab3e5ec9e231c17e56f95352ea252b06efd6eee6bedecd8676ee6a3de","AUTHORIZED","6998d793f8789301aaf477c9","2026-02-20T21:52:19.430000","2026-02-20T21:52:19.430000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":108}","2025.5","User","sess_1771624081950_g0ixi49io","","f42dfa8ad999c0b0f0e0e62fa4fd163f31655e66c0bbd2ce30b2917e4032611e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","429e8e6eff784077d02d9b9cbafe73a2085ac0c6dfc3bcaee8024da192681ef3","AUTHORIZED","6998d793635d217f1c2fd22b","2026-02-20T21:52:19.430000","2026-02-20T21:52:19.430000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":112}","2025.5","User","sess_1771624081950_g0ixi49io","","606d4b92d0f74e76cce023138b38114bf91083b52a6207db0587df5fae129683","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c29070ce638d33afe26d0ca7f0965346d411b6f73057f668d596d49b8bbdadad","AUTHORIZED","6998d79369db23a093ff632c","2026-02-20T21:52:19.430000","2026-02-20T21:52:19.430000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":98}","2025.5","User","sess_1771624081950_g0ixi49io","","8a849948e9303c9741bc8f4a9a9ab6fac3a3b545c8907b189d097545fce4f30c","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","01ef72a8b44b562891fc231d364f749497d0b99dd740330a8d7b706359650101","AUTHORIZED","6998d7932c52b6542f1ba757","2026-02-20T21:52:19.429000","2026-02-20T21:52:19.429000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":102}","2025.5","User","sess_1771624081950_g0ixi49io","","5400374c5386d68ef9e16d49be6dca4c343b210c61afa2ad8943333363185327","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","3bacf07b366de6410c1409cf3e8f5b7ae7f4a46a7b27ad3d750dd7f2a926dc35","AUTHORIZED","6998d793953ae4bbe7d84b2f","2026-02-20T21:52:19.427000","2026-02-20T21:52:19.427000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":112}","2025.5","User","sess_1771624081950_g0ixi49io","","606d4b92d0f74e76cce023138b38114bf91083b52a6207db0587df5fae129683","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c29070ce638d33afe26d0ca7f0965346d411b6f73057f668d596d49b8bbdadad","AUTHORIZED","6998d793a5dba7b7c00a06b8","2026-02-20T21:52:19.423000","2026-02-20T21:52:19.423000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":107}","2025.5","User","sess_1771624081950_g0ixi49io","","13ae82564e78bc529890415da37971d2d1745f5bb5c1c556badfc64210790b7b","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","f42dfa8ad999c0b0f0e0e62fa4fd163f31655e66c0bbd2ce30b2917e4032611e","AUTHORIZED","6998d79307a451c7597c154a","2026-02-20T21:52:19.420000","2026-02-20T21:52:19.420000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":112}","2025.5","User","sess_1771624081950_g0ixi49io","","a7794e79f4034115e32f6ed6fd5fcec77524e92ef081458a58cd44b9be2f174a","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","a0ea8e991cc84fd9a106a78020cae19e9cff08e7068f4b6785e3b98eeb1a5487","AUTHORIZED","6998d793a015ed573db34e51","2026-02-20T21:52:19.419000","2026-02-20T21:52:19.419000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":91}","2025.5","User","sess_1771624081950_g0ixi49io","","df9004b94fa3228ecb3ffcaacadcbd705ecb4b043ea964816012071f9bc479c3","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","87093e5b626c55c5051c0ef4d93964041308db49ee8090ecf34f2616063fa7c6","AUTHORIZED","6998d79396d5ccdc41b8c0c3","2026-02-20T21:52:19.416000","2026-02-20T21:52:19.416000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":91}","2025.5","User","sess_1771624081950_g0ixi49io","","df9004b94fa3228ecb3ffcaacadcbd705ecb4b043ea964816012071f9bc479c3","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","ec5599ee156e8e4d193ab3f880b3f11c7b68093aaf3911113305c3b9b9818650","AUTHORIZED","6998d793782fb7f000359414","2026-02-20T21:52:19.414000","2026-02-20T21:52:19.414000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":105}","2025.5","User","sess_1771624081950_g0ixi49io","","a6eabd01415c573f33821562e332b37d80596f72fc518ef39cc2647021665312","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","0d18b71f7231e923d17b3c2e3d9431ae30ffe80468e1681f79abaa49a3f6686f","AUTHORIZED","6998d793d098c98ccf583c66","2026-02-20T21:52:19.407000","2026-02-20T21:52:19.407000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":108}","2025.5","User","sess_1771624081950_g0ixi49io","","f42dfa8ad999c0b0f0e0e62fa4fd163f31655e66c0bbd2ce30b2917e4032611e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","cb497b9efc09b3c18e45f89cde44cd83205c9dc3743e38fb3bb2aac6159cac7b","AUTHORIZED","6998d793d2d3969199299d60","2026-02-20T21:52:19.376000","2026-02-20T21:52:19.376000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":112}","2025.5","User","sess_1771624081950_g0ixi49io","","606d4b92d0f74e76cce023138b38114bf91083b52a6207db0587df5fae129683","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c29070ce638d33afe26d0ca7f0965346d411b6f73057f668d596d49b8bbdadad","AUTHORIZED","6998d79307ee7e3c500aa395","2026-02-20T21:52:19.373000","2026-02-20T21:52:19.373000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":110}","2025.5","User","sess_1771624081950_g0ixi49io","","d8091f55651d9c193489305afb8eeb856c2d825c6acfc3f076006dacdb468763","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","6d76c9645b02c8dd26e531d78acf2310401c910420659542e2a2100dd70164e7","AUTHORIZED","6998d79379fbf12bf04c7715","2026-02-20T21:52:19.371000","2026-02-20T21:52:19.371000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":102}","2025.5","User","sess_1771624081950_g0ixi49io","","5400374c5386d68ef9e16d49be6dca4c343b210c61afa2ad8943333363185327","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","3bacf07b366de6410c1409cf3e8f5b7ae7f4a46a7b27ad3d750dd7f2a926dc35","AUTHORIZED","6998d7939bcf4a978523a08b","2026-02-20T21:52:19.370000","2026-02-20T21:52:19.370000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":103}","2025.5","User","sess_1771624081950_g0ixi49io","","22a52470769cb09ee670c200ced6f70f35a7270f118b376839d641e2f9512f58","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","a6eabd01415c573f33821562e332b37d80596f72fc518ef39cc2647021665312","AUTHORIZED","6998d793ff9c4a4741615155","2026-02-20T21:52:19.369000","2026-02-20T21:52:19.369000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":84}","2025.5","User","sess_1771624081950_g0ixi49io","","95c7893c924a4d38d403ed35bf2df0ab674eea12259345fe7ba374b5702eb3c7","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","de004f70fbd129434d2069f9cf230258574beb957a0c6eb9bfbb0c114e6456bb","AUTHORIZED","6998d793dd51bf21238d7ada","2026-02-20T21:52:19.361000","2026-02-20T21:52:19.361000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":98}","2025.5","User","sess_1771624081950_g0ixi49io","","8a849948e9303c9741bc8f4a9a9ab6fac3a3b545c8907b189d097545fce4f30c","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","e62d3b61dc98ecf374cf26a3262c9b74da650360b89ea993971b77d301260d79","AUTHORIZED","6998d793b17848de9be90509","2026-02-20T21:52:19.332000","2026-02-20T21:52:19.332000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":97}","2025.5","User","sess_1771624081950_g0ixi49io","","390de359984bf3030882cd20a3cd2b09aaaa6713d96b2c39771b2e0b90cfea81","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","c474327f5ea67eb6a8ea1aa1d17021444dbaea7ad3972d58d13d9e8995796097","AUTHORIZED","6998d79322fad37b12a16147","2026-02-20T21:52:19.320000","2026-02-20T21:52:19.320000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":109}","2025.5","User","sess_1771624081950_g0ixi49io","","faf0d02b20532d930814404d586129aca8bfc0349540a6868a3545724a98056a","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","d78be6956fb8a5a840e32eb79c2d0f89c2445cddb0e38c36043df4f1a403a584","AUTHORIZED","6998d7934b38bb8c80db4caa","2026-02-20T21:52:19.318000","2026-02-20T21:52:19.318000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":105}","2025.5","User","sess_1771624081950_g0ixi49io","","a6eabd01415c573f33821562e332b37d80596f72fc518ef39cc2647021665312","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","23ea35ad6b2b90ca40465d4dc45a26146026d229688f9e85eb79fa0bcb75c2de","AUTHORIZED","6998d793a9bbe19f62e27f7c","2026-02-20T21:52:19.314000","2026-02-20T21:52:19.314000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":112}","2025.5","User","sess_1771624081950_g0ixi49io","","606d4b92d0f74e76cce023138b38114bf91083b52a6207db0587df5fae129683","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","a7794e79f4034115e32f6ed6fd5fcec77524e92ef081458a58cd44b9be2f174a","AUTHORIZED","6998d7936c8a8fad08cdb7b6","2026-02-20T21:52:19.309000","2026-02-20T21:52:19.309000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":88}","2025.5","User","sess_1771624081950_g0ixi49io","","03c1727e9ab7cdeb45e022fc29cec98ff1e9001a168798d41d9d87f1e57ecf3c","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","59c999c6eb525006dba05a9a42421c0499761b1fda592b152439745be07e26dc","AUTHORIZED","6998d7933554c3214e5c5699","2026-02-20T21:52:19.175000","2026-02-20T21:52:19.175000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":140}","2025.5","User","sess_1771624081950_g0ixi49io","","f64a5b67dff89e311a7a7e81d994189ccc9d8d1c0cb8d3b14307e271278ce668","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","932929c250523dae72206ce7574fa7022cebea456aacf612b8261dabfaad3fe9","AUTHORIZED","6998d7933182cfb520c19329","2026-02-20T21:52:19.175000","2026-02-20T21:52:19.175000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":93}","2025.5","User","sess_1771624081950_g0ixi49io","","72e6748571746384298da6090595b47981def8e000717be1fbcfc5dbe4fb6942","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","e5dca4ba962e5df4834937e21de567661753d6962cf31e48fafade0594e4d6a1","AUTHORIZED","6998d793dbee06b7e6f61f99","2026-02-20T21:52:19.175000","2026-02-20T21:52:19.175000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":87}","2025.5","User","sess_1771624081950_g0ixi49io","","f7ee59fdd2cceed5aae6a9b8fc150e62f6ab716efb6cccb82a300f9946070e81","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","4e9e3d86d2b3b7742e228c37f2ddd1b867b5b9088913c3202459a20ae8029d35","AUTHORIZED","6998d7931dd457cba5e45d9f","2026-02-20T21:52:19.174000","2026-02-20T21:52:19.174000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":84}","2025.5","User","sess_1771624081950_g0ixi49io","","95c7893c924a4d38d403ed35bf2df0ab674eea12259345fe7ba374b5702eb3c7","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","f3dcbfa04490d343928f652b694f09267b6bd63a701f7116b3c1256c8366c9a8","AUTHORIZED","6998d7926cf6cc89faa04d4d","2026-02-20T21:52:18.985000","2026-02-20T21:52:18.985000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":108}","2025.5","User","sess_1771624081950_g0ixi49io","","f42dfa8ad999c0b0f0e0e62fa4fd163f31655e66c0bbd2ce30b2917e4032611e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","faf0d02b20532d930814404d586129aca8bfc0349540a6868a3545724a98056a","AUTHORIZED","6998d7924ec9cf8173aa6e7c","2026-02-20T21:52:18.924000","2026-02-20T21:52:18.924000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":98}","2025.5","User","sess_1771624081950_g0ixi49io","","8a849948e9303c9741bc8f4a9a9ab6fac3a3b545c8907b189d097545fce4f30c","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","e62d3b61dc98ecf374cf26a3262c9b74da650360b89ea993971b77d301260d79","AUTHORIZED","6998d7925c1d102389e74cbe","2026-02-20T21:52:18.920000","2026-02-20T21:52:18.920000","68dbfcb329e82d13ee45e2a3","false"
"system","{""logs_loaded"":108}","2025.5","User","sess_1771624081950_g0ixi49io","","f42dfa8ad999c0b0f0e0e62fa4fd163f31655e66c0bbd2ce30b2917e4032611e","FEATURE_ACCESS","AuditLog","Accessed AuditLog","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.7 Safari/605.1.15","429e8e6eff784077d02d9b9cbafe73a2085ac0c6dfc3bcaee8024da192681ef3","AUTHORIZED","6998d792b650ec2c12cf25e7","2026-02-20T21:52:18.906000","2026-02-20T21:52:18.906000","68dbfcb329e82d13ee45e2a3","false"
